Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
192,7760,225,127.071,96.6491,50.1786,42.8799,0,101.982,118.089,101.982,75.2092,152.161,75.2092,152.161,118.089
193,7800,222,127.408,96.7997,50.3051,42.988,0,102.255,118.294,102.255,75.3057,152.56,75.3057,152.56,118.294
194,7840,223,127.761,97.0734,50.0109,42.7366,0,102.756,118.442,102.756,75.7051,152.767,75.7051,152.767,118.442
195,7880,221,128.27,97.2546,49.9524,42.6866,0,103.294,118.598,103.294,75.9113,153.246,75.9113,153.246,118.598
196,7920,221,128.67,97.5249,49.7118,42.481,0,103.814,118.765,103.814,76.2844,153.526,76.2844,153.526,118.765
197,7960,222,129.132,97.9493,49.476,42.2795,0,104.394,119.089,104.394,76.8095,153.87,76.8095,153.87,119.089
198,8000,223,129.358,98.4097,49.504,42.3035,0,104.606,119.561,104.606,77.258,154.11,77.258,154.11,119.561
199,8040,222,129.551,98.8735,49.2942,42.1241,0,104.904,119.936,104.904,77.8114,154.198,77.8114,154.198,119.936
200,8080,224,129.732,99.2532,48.9594,41.8381,0,105.252,120.172,105.252,78.3341,154.211,78.3341,154.211,120.172
201,8120,221,129.949,99.8398,48.8868,41.776,0,105.506,120.728,105.506,78.9518,154.393,78.9518,154.393,120.728
202,8160,220,130.21,100.348,48.5053,41.45,0,105.957,121.073,105.957,79.6231,154.463,79.6231,154.463,121.073
203,8200,221,130.525,100.898,48.4032,41.3628,0,106.323,121.579,106.323,80.2163,154.726,80.2163,154.726,121.579
204,8240,219,130.75,101.468,48.3371,41.3063,0,106.581,122.121,106.581,80.8147,154.919,80.8147,154.919,122.121
205,8280,219,130.994,101.747,48.1253,41.1253,0,106.931,122.31,106.931,81.1843,155.057,81.1843,155.057,122.31
206,8320,220,131.033,102.091,48.0056,41.023,0,107.03,122.602,107.03,81.5794,155.036,81.5794,155.036,122.602
