Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
193,7800,51,386.448,220.551,142.753,141.85,0,315.072,291.475,315.072,149.626,457.825,149.626,457.825,291.475
194,7840,48,387.609,222.763,143.367,142.459,0,315.925,293.993,315.925,151.533,459.292,151.533,459.292,293.993
195,7880,47,388.339,226.481,143.985,143.074,0,316.346,298.018,316.346,154.944,460.331,154.944,460.331,298.018
196,7920,48,388.619,231.396,147.986,147.05,0,314.626,304.921,314.626,157.872,462.613,157.872,462.613,304.921
197,7960,49,388.204,234.799,148.453,147.514,0,313.978,308.555,313.978,161.042,462.431,161.042,462.431,308.555
198,8000,49,389.068,235.134,147.429,146.496,0,315.354,308.382,315.354,161.885,462.783,161.885,462.783,308.382
199,8040,57,387.648,236.968,152.257,151.293,0,311.52,312.615,311.52,161.322,463.777,161.322,463.777,312.615
200,8080,51,387.933,237.783,152.082,151.12,0,311.892,313.343,311.892,162.224,463.974,162.224,463.974,313.343
201,8120,47,388.93,238.9,148.735,147.794,0,314.562,312.797,314.562,165.003,463.298,165.003,463.298,312.797
202,8160,51,388.385,239.98,150.153,149.202,0,313.308,314.582,313.308,165.379,463.461,165.379,463.461,314.582
203,8200,48,387.725,241.009,150.397,149.445,0,312.527,315.732,312.527,166.287,462.924,166.287,462.924,315.732
204,8240,50,387.298,244.348,151.076,150.12,0,311.76,319.408,311.76,169.288,462.835,169.288,462.835,319.408
205,8280,49,386.911,245.218,149.676,148.728,0,312.073,319.582,312.073,170.854,461.749,170.854,461.749,319.582
206,8320,49,384.055,245.016,153.349,152.379,0,307.38,321.205,307.38,168.827,460.73,168.827,460.73,321.205
207,8360,48,384.326,243.303,149.75,148.802,0,309.451,317.704,309.451,168.902,459.201,168.902,459.201,317.704
208,8400,53,385.036,241.798,147.883,146.947,0,311.095,315.272,311.095,168.325,458.978,168.325,458.978,315.272
209,8440,50,385.819,243.845,147.298,146.366,0,312.17,317.028,312.17,170.662,459.469,170.662,459.469,317.028
210,8480,51,384.747,249.087,155.053,154.072,0,307.221,326.123,307.221,172.051,462.274,172.051,462.274,326.123
211,8520,50,387.329,246.828,149.873,148.925,0,312.392,321.291,312.392,172.366,462.265,172.366,462.265,321.291
212,8560,53,388.603,245.53,147.352,146.419,0,314.927,318.74,314.927,172.321,462.279,172.321,462.279,318.74
213,8600,55,388.118,242.64,149.807,148.859,0,313.215,317.069,313.215,168.21,463.022,168.21,463.022,317.069
214,8640,50,387.843,240.634,152.182,151.219,0,311.751,316.244,311.751,165.024,463.934,165.024,463.934,316.244
215,8680,45,390.015,235.885,149.428,148.482,0,315.301,310.126,315.301,161.644,464.729,161.644,464.729,310.126
216,8720,43,391.915,232.171,148.078,147.141,0,317.876,305.742,317.876,158.6,465.954,158.6,465.954,305.742
217,8760,45,394.582,229.432,147.483,146.55,0,320.841,302.707,320.841,156.157,468.324,156.157,468.324,302.707
218,8800,46,396.047,227.953,151.762,150.801,0,320.166,303.354,320.166,152.553,471.928,152.553,471.928,303.354
219,8840,46,397.32,226.701,155.192,154.21,0,319.724,303.806,319.724,149.596,474.916,149.596,474.916,303.806
220,8880,43,400.373,224.449,154.639,153.66,0,323.054,301.279,323.054,147.619,477.692,147.619,477.692,301.279
221,8920,45,403.287,220.835,153.975,153,0,326.3,297.335,326.3,144.335,480.275,144.335,480.275,297.335
222,8960,44,404.826,219.61,158.868,157.862,0,325.392,298.541,325.392,140.679,484.26,140.679,484.26,298.541
223,9000,44,407.16,218.226,161.714,160.69,0,326.303,298.571,326.303,137.881,488.017,137.881,488.017,298.571
224,9040,47,409.384,215.567,162.704,161.674,0,328.032,296.404,328.032,134.73,490.736,134.73,490.736,296.404
225,9080,48,411.751,211.209,165.419,164.372,0,329.041,293.395,329.041,129.022,494.461,129.022,494.461,293.395
226,9120,54,415.452,204.665,165.13,164.085,0,332.886,286.707,332.886,122.622,498.017,122.622,498.017,286.707
227,9160,50,418.126,198.691,166.758,165.703,0,334.747,281.542,334.747,115.839,501.505,115.839,501.505,281.542
228,9200,53,421.109,193.927,168.682,167.614,0,336.768,277.734,336.768,110.12,505.45,110.12,505.45,277.734
